Label,Gender,Ethnicity,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Female,Hispanic,-0.8768274427592783,-0.541624966580771,-1.9681034909564374,-0.9839609644209528,-0.8441686955437335,-1.501946344244959,0.6903115955727046,-0.6266478396082106,0.19496816662291547,0.5033641631359722,-1.6883646727525798,-0.6505484355215212,0.8368736808479482,-0.3681503986971095,-0.5816802114716187,-1.3318841035415676,0.6504925727224177,-1.568461064686028,-0.04963064338748879,1.6525075213551597
0,Male,Hispanic,0.28942568807965297,-0.4565037336252611,-1.6310562957199892,1.4129546307860672,-0.02401911585726075,0.9962841093645497,-2.0976029631722697,0.012110525745482058,0.9584082109905407,-0.1634078063510228,-0.08654040879179795,-0.19131756726819582,-1.3553188050072678,0.1321492194436515,0.06603347522724666,0.5930833145145687,0.586004463720725,0.5053048955271631,1.912275872024837,0.894592455545192
0,Male,White,-1.586135422966688,-1.3805554650234144,0.29501983168007767,-0.21610697997542466,-0.7411040947955226,-0.26111254393505856,-1.4550172932019159,0.9315512147862282,0.5212465526853488,-1.393638228698051,0.910210949935163,1.5497166112349563,-0.8542465762137947,-0.821631950028573,-0.40777972310975497,0.279067277770342,-1.077534522863096,0.6370899326077046,-1.4920598465697956,0.663372442003079
1,Female,Hispanic,1.8487166999339586,-0.3660335355121478,0.1396534692213969,-1.608005212119688,0.9196143917364761,0.012382897921117,-0.9409621586608242,-0.7961068262496874,-0.18464839299558813,0.1562143651618367,0.18306066132633306,2.232989779688719,-1.4461749769604566,-1.0864995111549105,1.2336358828855234,0.5748719936276452,-1.4216028549181066,0.7849389056021795,-0.019479432068182055,-1.5106226932836417
1,Male,Hispanic,1.1467859865988395,-0.8137991902541482,-0.9451868584240529,-1.2913217940810235,-0.1980673872081598,0.12478193729627901,-0.9068229932848105,1.0823749353597998,-0.6028337588609081,0.43553808063249205,-0.32119283862147135,0.5877762252690876,-1.8246329234948613,-1.6060739186011954,-1.5980960349877102,0.2055989964618463,0.07941957629547403,-0.4407192016858362,-2.475596027246709,-1.7923742745955928
0,Female,White,-0.5449506915346374,1.4850099991436991,0.9457011195847647,0.31632985149372783,-0.7308734303641886,1.7268268245627092,-0.27063497083701743,0.6272404769904552,0.9326156241077723,1.4581693158863533,0.6343732784043121,-0.4086739766109352,-2.2714397511292668,0.16455599401738452,-1.277067467476717,-0.032604373678725714,1.140351867202983,0.058097469255025534,0.6909263082509891,0.9466529923073659
0,Male,White,-2.4369147512201987,-1.0133324252046534,0.9890538599877827,-0.571736511664389,-0.7322595807252652,0.5472181523570272,-0.3711855995468481,1.0648654954643708,0.000872759609318603,0.1648206142417706,-0.5321794842887396,0.5388192998818473,-0.8905519482130404,-0.29664099155686635,1.324875451609493,-0.30115830678701777,0.2638353323993851,2.0176217592254333,1.0561802315132416,2.1470268391235536
0,Female,Hispanic,-0.19962031158976576,1.6051162509682573,0.31958151740749935,-0.021340832316884144,0.3817354518702384,-1.4421870267098051,-0.42798767247590075,-1.6718946287664025,0.5727681594654774,-2.2186123093708217,-1.4123781945306189,-0.68731186575506,-0.7057243213600745,-0.22621853843819023,0.916896178925861,-0.9460820059744078,-0.6835203851871179,1.3006175340052126,-0.18401195102801532,0.3069737776281719
0,Male,White,1.1786685303352773,-0.20821998155106336,0.47026506188328054,-1.0489192841397732,-1.8697080510111421,0.019138797933018044,0.19191057941784584,-1.0524127523465225,-1.7497213870025257,0.8535434700824277,-0.10640626986801033,-1.5016381961285297,-0.7670164561185318,-0.43488627935898494,-0.21567099395253056,0.5798139939115134,0.18200268650368687,-1.0183908688590184,-0.053243389170650586,1.314795449065023
0,Female,White,0.5967328399734139,-0.7123415046738475,-0.12511442874213516,0.4602321737768843,0.08647125368573824,1.144887152668026,-0.14574650249480856,-0.7615885729522627,0.06202445790629879,-0.7826101456527239,-0.7788673119394457,0.30137829850774095,-0.14328091823626338,-2.025474516638169,0.17133169842113588,-1.2660310360423337,-0.31753720667106144,-0.21794858489168129,2.2567045284605545,0.07639070282107299
0,Female,Hispanic,0.4223491842125494,0.7654314390711666,1.0709695909945556,1.697703027542016,-0.659717218630204,-0.7455045891665906,1.2622150367469673,-0.4136837836972932,0.7329414398470717,2.693606731407985,-0.21922702038141462,-0.15011270171206847,0.21536063499464275,-0.4367601072988449,1.4304982675406555,1.2064832966599366,-0.7442522355843221,-2.7909517635009355,-0.438371506718953,0.30786168461699687
0,?,?,0.39653959444441544,-0.23366821764814275,-0.6230432411838721,1.4144436931230648,1.4362087627232938,0.7756113528497283,0.17901089155146357,-2.1161723099578595,0.39930823492822226,-0.1492680800265589,0.7362343222211335,0.38167931268927835,0.09329321380176508,2.8806883925342266,-0.6346670181370349,0.11430829636550467,-0.5668031552555635,-0.8592027411698481,-0.33973955527323924,1.09465579606058
1,Female,Hispanic,-0.083647901411655,-0.32091700967206016,-0.01023127806881029,1.3127501822656773,-1.0483350510019598,0.9055884533377729,-1.026299051889009,-0.48569798929574237,0.31620947718243325,-0.08268674497576971,0.5610108970010714,0.7714752085638726,-0.186414725697328,1.1567655752787025,-0.34676742986929177,0.4624579369535019,-0.7054011879661768,0.4949572615155403,0.37824473853383717,2.228462125313199
1,Female,Hispanic,-1.0057887908630325,-0.9706120648827514,0.7927127844957946,0.6706231413995435,-0.038510164620388726,-0.39198218331788653,0.055164353485994605,-0.7235440635038553,-0.6028491217853466,0.85437514921479,-1.7084497497537081,-1.5089713958116626,-1.0610964316147278,-1.086768596096688,-1.9035676217193707,-0.609289616726956,-0.8730626110580484,-1.9675361371242404,0.24221708849959386,-0.7477944330445998
0,Male,Hispanic,0.3510099173096819,-1.8419717338654604,-0.38449009210533913,1.9624469949758778,1.3489092126332496,0.793349023526774,-1.1326310933398462,-0.5187871055725207,1.3855012528084165,-0.9976746735500845,-0.5257231838099892,0.5476824927000142,0.6381529644209329,-0.3721438099978576,-0.7274543038401831,0.06903825563414946,0.5052532342022155,0.48486186610893717,0.24921418069267517,-0.21740191917331356
0,?,?,-0.5363454647308492,0.35284507758302686,-0.20459574728975194,0.36175413071674467,-0.2064814127428852,-0.5724647512757144,-0.7949156296325957,-1.5660733332966479,-0.46530364270029845,0.6402701280227988,-0.18966902602720906,1.449437517841213,0.8246846279578132,0.6845684208706071,1.1149806023796418,-0.16713149467536378,1.330652805937271,-0.28709709546461476,0.40542844278517615,1.051787257964848
1,Female,White,-0.4299998255180313,0.5382959751621834,1.0978301120993297,0.8347011290981609,0.6753741632635045,-0.44286194905359166,0.9708676178017014,-0.01582966829068234,0.2895065611973789,-0.16395525586844517,0.15885560607686425,-1.212534262791111,-1.6570135625499096,-0.7285397469961985,-0.9025221189445646,-0.7829316050419338,-0.2631471857396943,0.05081432047762092,-0.5926173690558771,-1.0574814375907708
